country_code,country_name,indicator_code,indicator_name,year,value
KR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP (current USD),2024,1875388209406.8
KR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP (current USD),2023,1844800934391.54
KR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP (current USD),2022,1799363116866.52
KR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP (current USD),2021,1942313560965.9
KR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP (current USD),2020,1744070276373.34
KR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP (current USD),2019,1751045752054.63
KR,"Korea, Rep.",NY.GDP.MKTP.CD,GDP (current USD),2018,1824251454306.83
MX,Mexico,NY.GDP.MKTP.CD,GDP (current USD),2024,1856365616165.94
MX,Mexico,NY.GDP.MKTP.CD,GDP (current USD),2023,1798317581486.88
MX,Mexico,NY.GDP.MKTP.CD,GDP (current USD),2022,1466934724293.06
MX,Mexico,NY.GDP.MKTP.CD,GDP (current USD),2021,1316569466685.95
MX,Mexico,NY.GDP.MKTP.CD,GDP (current USD),2020,1121064767308.42
MX,Mexico,NY.GDP.MKTP.CD,GDP (current USD),2019,1304106203902.45
MX,Mexico,NY.GDP.MKTP.CD,GDP (current USD),2018,1256300182879.73
NG,Nigeria,NY.GDP.MKTP.CD,GDP (current USD),2024,252261880141.151
NG,Nigeria,NY.GDP.MKTP.CD,GDP (current USD),2023,487387801880.597
NG,Nigeria,NY.GDP.MKTP.CD,GDP (current USD),2022,646950257577.814
NG,Nigeria,NY.GDP.MKTP.CD,GDP (current USD),2021,609147716972.859
NG,Nigeria,NY.GDP.MKTP.CD,GDP (current USD),2020,598586817819.073
NG,Nigeria,NY.GDP.MKTP.CD,GDP (current USD),2019,668219992691.462
NG,Nigeria,NY.GDP.MKTP.CD,GDP (current USD),2018,421739251509.08
PL,Poland,NY.GDP.MKTP.CD,GDP (current USD),2024,917767106146.761
PL,Poland,NY.GDP.MKTP.CD,GDP (current USD),2023,812451193396.143
PL,Poland,NY.GDP.MKTP.CD,GDP (current USD),2022,695607470875.276
PL,Poland,NY.GDP.MKTP.CD,GDP (current USD),2021,689170230665.35
PL,Poland,NY.GDP.MKTP.CD,GDP (current USD),2020,605914237903.742
PL,Poland,NY.GDP.MKTP.CD,GDP (current USD),2019,602683770144.88
PL,Poland,NY.GDP.MKTP.CD,GDP (current USD),2018,594616687350.017
RU,Russian Federation,NY.GDP.MKTP.CD,GDP (current USD),2024,2173835806671.66
RU,Russian Federation,NY.GDP.MKTP.CD,GDP (current USD),2023,2071505725030.58
RU,Russian Federation,NY.GDP.MKTP.CD,GDP (current USD),2022,2291612121334.64
RU,Russian Federation,NY.GDP.MKTP.CD,GDP (current USD),2021,1829186719575.1
RU,Russian Federation,NY.GDP.MKTP.CD,GDP (current USD),2020,1493075894362.14
RU,Russian Federation,NY.GDP.MKTP.CD,GDP (current USD),2019,1693115002708.32
RU,Russian Federation,NY.GDP.MKTP.CD,GDP (current USD),2018,1657328773461.31
SA,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD),2024,1239804533333.33
SA,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD),2023,1218584533333.33
SA,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD),2022,1239075200000.0
SA,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD),2021,982661066666.667
SA,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD),2020,767951200000.0
SA,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD),2019,888890133333.333
SA,Saudi Arabia,NY.GDP.MKTP.CD,GDP (current USD),2018,886564800000.0
TR,Turkiye,NY.GDP.MKTP.CD,GDP (current USD),2024,1359123768774.12
TR,Turkiye,NY.GDP.MKTP.CD,GDP (current USD),2023,1141242864657.45
TR,Turkiye,NY.GDP.MKTP.CD,GDP (current USD),2022,926097476913.818
TR,Turkiye,NY.GDP.MKTP.CD,GDP (current USD),2021,839938668172.134
TR,Turkiye,NY.GDP.MKTP.CD,GDP (current USD),2020,733628247119.077
TR,Turkiye,NY.GDP.MKTP.CD,GDP (current USD),2019,775853144222.613
TR,Turkiye,NY.GDP.MKTP.CD,GDP (current USD),2018,788356985773.667
US,United States,NY.GDP.MKTP.CD,GDP (current USD),2024,28750956130731.2
US,United States,NY.GDP.MKTP.CD,GDP (current USD),2023,27292170793214.4
US,United States,NY.GDP.MKTP.CD,GDP (current USD),2022,25604848907611.0
US,United States,NY.GDP.MKTP.CD,GDP (current USD),2021,23315080560000.0
US,United States,NY.GDP.MKTP.CD,GDP (current USD),2020,21060473613000.0
US,United States,NY.GDP.MKTP.CD,GDP (current USD),2019,21380976119000.0
US,United States,NY.GDP.MKTP.CD,GDP (current USD),2018,20533057312000.0
ZA,South Africa,NY.GDP.MKTP.CD,GDP (current USD),2024,401144998373.585
ZA,South Africa,NY.GDP.MKTP.CD,GDP (current USD),2023,381440724491.232
ZA,South Africa,NY.GDP.MKTP.CD,GDP (current USD),2022,407596043067.885
ZA,South Africa,NY.GDP.MKTP.CD,GDP (current USD),2021,419986284375.368
ZA,South Africa,NY.GDP.MKTP.CD,GDP (current USD),2020,337974655408.055
ZA,South Africa,NY.GDP.MKTP.CD,GDP (current USD),2019,389330032224.269
ZA,South Africa,NY.GDP.MKTP.CD,GDP (current USD),2018,405260723892.517
AU,Australia,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2024,1.37340773365975
AU,Australia,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2023,3.58382100798981
AU,Australia,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2022,4.25304559238732
AU,Australia,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2021,2.00694844335034
AU,Australia,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2020,-0.133531904304775
AU,Australia,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2019,2.19401703622717
AU,Australia,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2018,2.87417039499501
BR,Brazil,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2024,3.41931516597739
BR,Brazil,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2023,3.24165532813583
BR,Brazil,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2022,3.01669435408112
BR,Brazil,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2021,4.7626043797061
BR,Brazil,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2020,-3.27675879612903
BR,Brazil,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2019,1.22077782271943
BR,Brazil,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2018,1.78366676137003
CA,Canada,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2024,1.55479521049516
CA,Canada,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2023,1.52874550838358
CA,Canada,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2022,4.18903628100851
CA,Canada,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2021,5.95052802804381
CA,Canada,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2020,-5.03823343468899
CA,Canada,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2019,1.90843194590616
CA,Canada,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2018,2.74296344906655
CN,China,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2024,4.9773565917572
CN,China,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2023,5.41484330099675
CN,China,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2022,3.1341888719577
CN,China,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2021,8.57008513166322
CN,China,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2020,2.34018843078414
CN,China,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2019,6.06850235053705
CN,China,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2018,6.75671800166833
DE,Germany,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2024,-0.495851897260366
DE,Germany,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2023,-0.869647578573321
DE,Germany,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2022,1.8092581243061
DE,Germany,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2021,3.90999994204108
DE,Germany,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2020,-4.13191443239947
DE,Germany,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2019,0.977734697038784
DE,Germany,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2018,1.13569604599849
FR,France,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2024,1.19046798275883
FR,France,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2023,1.43921494437743
FR,France,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2022,2.71676264185913
FR,France,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2021,6.88233783360239
FR,France,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2020,-7.44064589948231
FR,France,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2019,2.02744646419237
FR,France,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2018,1.64590872395887
GB,United Kingdom,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2024,1.1264226705118
GB,United Kingdom,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2023,0.271650048355255
GB,United Kingdom,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2022,5.14970388522993
GB,United Kingdom,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2021,8.5431118453255
GB,United Kingdom,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2020,-10.047896637362
GB,United Kingdom,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2019,1.25629899760824
GB,United Kingdom,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2018,1.55133095078786
ID,Indonesia,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2024,5.03034469419038
ID,Indonesia,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2023,5.04902331835997
ID,Indonesia,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2022,5.30719722664799
ID,Indonesia,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2021,3.70288562827751
ID,Indonesia,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2020,-2.06551182934165
ID,Indonesia,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2019,5.01928768046282
ID,Indonesia,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2018,5.17429153955024
IN,India,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2024,6.49476552383821
IN,India,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2023,9.19075493028345
IN,India,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2022,7.60936497768895
IN,India,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2021,9.68959249192875
IN,India,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2020,-5.77772470686801
IN,India,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2019,3.87143694070356
IN,India,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2018,6.45385134497769
IT,Italy,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2024,0.692676948440536
IT,Italy,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2023,0.975694840127005
IT,Italy,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2022,4.82117669913565
IT,Italy,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2021,8.93106210800055
IT,Italy,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2020,-8.86822122185345
IT,Italy,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2019,0.429162533780342
IT,Italy,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2018,0.826646712344115
JP,Japan,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2024,0.104309021773304
JP,Japan,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2023,1.47503481053384
JP,Japan,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2022,0.941998775483285
JP,Japan,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2021,2.69657404187188
JP,Japan,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2020,-4.16876457146743
JP,Japan,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2019,-0.402169200894946
JP,Japan,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2018,0.643391023533141
KR,"Korea, Rep.",NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2024,2.00361101838986
KR,"Korea, Rep.",NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2023,1.58301467403629
KR,"Korea, Rep.",NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2022,2.72756456708991
KR,"Korea, Rep.",NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2021,4.61296795454287
KR,"Korea, Rep.",NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2020,-0.700242317542106
KR,"Korea, Rep.",NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2019,2.31380210595475
KR,"Korea, Rep.",NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2018,3.17611568177327
MX,Mexico,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2024,1.42742769080466
MX,Mexico,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2023,3.35354140652768
MX,Mexico,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2022,3.70975709163623
MX,Mexico,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2021,6.0484834621255
MX,Mexico,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2020,-8.35403458167995
MX,Mexico,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2019,-0.392690505066824
MX,Mexico,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2018,1.97208209405635
NG,Nigeria,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2024,4.06236408888319
NG,Nigeria,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2023,3.32684556421316
NG,Nigeria,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2022,4.31882949523192
NG,Nigeria,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2021,1.10925253938163
NG,Nigeria,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2020,-6.36889840510109
NG,Nigeria,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2019,2.20842927714892
NG,Nigeria,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2018,1.92275734200614
PL,Poland,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2024,3.02841630700273
PL,Poland,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2023,0.249610834017872
PL,Poland,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2022,5.25545697386036
PL,Poland,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2021,6.92718266052501
PL,Poland,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2020,-2.03556882399977
PL,Poland,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2019,4.58045817256199
PL,Poland,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2018,6.2458584723942
RU,Russian Federation,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2024,4.34437475491529
RU,Russian Federation,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2023,4.08252481259281
RU,Russian Federation,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2022,-1.43588213859842
RU,Russian Federation,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2021,5.86649177292595
RU,Russian Federation,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2020,-2.65365450102773
RU,Russian Federation,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2019,2.19807571335009
RU,Russian Federation,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2018,2.80724541059601
SA,Saudi Arabia,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2024,1.99650173436159
SA,Saudi Arabia,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2023,0.542592439393161
SA,Saudi Arabia,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2022,12.0005874752929
SA,Saudi Arabia,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2021,6.51959698325419
SA,Saudi Arabia,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2020,-3.80478901996312
SA,Saudi Arabia,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2019,1.65158925617395
SA,Saudi Arabia,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2018,3.2269508901591
TR,Turkiye,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2024,3.3276230893799
TR,Turkiye,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2023,5.04512369812289
TR,Turkiye,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2022,5.44122511322401
TR,Turkiye,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2021,11.811094450607
TR,Turkiye,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2020,1.80306247087255
TR,Turkiye,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2019,1.30162365464503
TR,Turkiye,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2018,3.46815306092219
US,United States,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2024,2.79300127716779
US,United States,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2023,2.88755600749487
US,United States,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2022,2.51237531986017
US,United States,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2021,6.05505293244555
US,United States,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2020,-2.16302914036166
US,United States,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2019,2.58382533412825
US,United States,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2018,2.96650506901305
ZA,South Africa,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2024,0.534843531905139
ZA,South Africa,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2023,0.80610455095804
ZA,South Africa,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2022,2.05813661692193
ZA,South Africa,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2021,4.85864865060148
ZA,South Africa,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2020,-6.1689177146757
ZA,South Africa,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2019,0.25993557687633
ZA,South Africa,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2018,1.55678384721676
AU,Australia,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2024,3.1616142830575
AU,Australia,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2023,5.5970149253731
AU,Australia,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2022,6.59409671341846
AU,Australia,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2021,2.86391042204994
AU,Australia,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2020,0.846905537459305
AU,Australia,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2019,1.61076787290379
AU,Australia,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2018,1.91140094445691
BR,Brazil,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2024,4.36746407652337
BR,Brazil,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2023,4.59356282283204
BR,Brazil,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2022,9.28010608956873
BR,Brazil,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2021,8.30165975585673
BR,Brazil,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2020,3.21176803803376
BR,Brazil,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2019,3.73297621216894
BR,Brazil,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2018,3.66485028376729
CA,Canada,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2024,2.38158383281173
CA,Canada,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2023,3.87900159788426
CA,Canada,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2022,6.80280115341613
CA,Canada,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2021,3.39519318527528
CA,Canada,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2020,0.716999632307827
CA,Canada,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2019,1.94926902411593
CA,Canada,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2018,2.26822567248103
CN,China,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2024,0.218128938439177
CN,China,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2023,0.234836828893051
CN,China,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2022,1.97357555739051
CN,China,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2021,0.981015135544882
CN,China,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2020,2.41942189457782
CN,China,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2019,2.89923416358227
CN,China,FP.CPI.TOTL.ZG,"Inflation (CPI, annual %)",2018,2.07479039965576
